# Freq(THz)	Branch_1	Branch_2	Branch_3	Total
5.8444	0.000000	0.000000	0.000000	0.000000
5.8479	0.000000	0.000000	0.000000	0.000000
5.8514	0.000000	0.000000	0.000000	0.000000
5.8549	0.000000	0.000000	0.000000	0.000000
5.8584	0.000000	0.000000	0.000000	0.000000
5.8619	0.000000	0.000000	0.000000	0.000000
5.8654	0.000000	0.000000	0.000000	0.000000
5.8689	0.000000	0.000000	0.000000	0.000000
5.8724	0.000000	0.000000	0.000000	0.000000
5.8759	0.000000	0.000000	0.000000	0.000000
5.8794	0.000000	0.000000	0.000000	0.000000
5.8829	0.000000	0.000000	0.000000	0.000000
5.8864	0.000000	0.000000	0.000000	0.000000
5.8899	0.000000	0.000000	0.000000	0.000000
5.8934	0.000000	0.000000	0.000000	0.000000
5.8969	0.000000	0.000000	0.000000	0.000000
5.9005	0.000000	0.000000	0.000000	0.000000
5.9040	0.000000	0.000000	0.000000	0.000000
5.9075	0.000000	0.000000	0.000000	0.000000
5.9110	0.000000	0.000000	0.000000	0.000000
5.9145	0.000000	0.000000	0.000000	0.000000
5.9180	0.000000	0.000000	0.000000	0.000000
5.9215	0.000000	0.000000	0.000000	0.000000
5.9250	0.000000	0.000000	0.000000	0.000000
5.9285	0.000000	0.000000	0.000000	0.000000
5.9320	0.000000	0.000000	0.000000	0.000000
5.9355	0.000000	0.000000	0.000000	0.000000
5.9390	0.000000	0.000000	0.000000	0.000000
5.9425	0.000000	0.000000	0.000000	0.000000
5.9460	0.000000	0.000000	0.000000	0.000000
5.9495	0.000000	0.000000	0.000000	0.000000
5.9530	0.000000	0.000000	0.000000	0.000000
5.9565	0.000000	0.000000	0.000000	0.000000
5.9600	0.000000	0.000000	0.000000	0.000000
5.9635	0.000000	0.000000	0.000000	0.000000
5.9670	0.000000	0.000000	0.000000	0.000000
5.9705	0.000000	0.000000	0.000000	0.000000
5.9740	0.000000	0.000000	0.000000	0.000000
5.9775	0.000000	0.000000	0.000000	0.000000
5.9810	0.000000	0.000000	0.000000	0.000000
5.9845	0.000000	0.000000	0.000000	0.000000
5.9880	0.000000	0.000000	0.000000	0.000000
5.9915	0.000000	0.000000	0.000000	0.000000
5.9950	0.000000	0.000000	0.000000	0.000000
5.9985	0.000000	0.000000	0.000000	0.000000
6.0020	0.000000	0.000000	0.000000	0.000000
6.0055	0.000000	0.000000	0.000000	0.000000
6.0090	0.000000	0.000000	0.000000	0.000000
6.0125	0.000000	0.000000	0.000000	0.000000
6.0160	0.000000	0.000000	0.000000	0.000000
6.0195	0.000000	0.000000	0.000000	0.000000
6.0230	0.000000	0.000000	0.000000	0.000000
6.0265	0.000000	0.000000	0.000000	0.000000
6.0300	0.000000	0.000000	0.000000	0.000000
6.0335	0.000000	0.000000	0.000000	0.000000
6.0370	0.000000	0.000000	0.000000	0.000000
6.0405	0.000000	0.000000	0.000000	0.000000
6.0440	0.000000	0.000000	0.000000	0.000000
6.0475	0.000000	0.000000	0.000000	0.000000
6.0510	0.000000	0.000000	0.000000	0.000000
6.0545	0.000000	0.000000	0.000000	0.000000
6.0580	0.000000	0.000000	0.000000	0.000000
6.0615	0.000000	0.000000	0.000000	0.000000
6.0650	0.000000	0.000000	0.000000	0.000000
6.0685	0.000000	0.000000	0.000000	0.000000
6.0720	0.000000	0.000000	0.000000	0.000000
6.0755	0.000000	0.000000	0.000000	0.000000
6.0790	0.000000	0.000000	0.000000	0.000000
6.0825	0.000000	0.000000	0.000000	0.000000
6.0860	0.000000	0.000000	0.000000	0.000000
6.0895	0.000000	0.000000	0.000000	0.000000
6.0930	0.000000	0.000000	0.000000	0.000000
6.0965	0.000000	0.000000	0.000000	0.000000
6.1001	0.000000	0.000000	0.000000	0.000000
6.1036	0.000000	0.000000	0.000000	0.000000
6.1071	0.000000	0.000000	0.000000	0.000000
6.1106	0.000000	0.000000	0.000000	0.000000
6.1141	0.000000	0.000000	0.000000	0.000000
6.1176	0.000000	0.000000	0.000000	0.000000
6.1211	0.000000	0.000000	0.000000	0.000000
6.1246	0.000000	0.000000	0.000000	0.000000
6.1281	0.000000	0.000000	0.000000	0.000000
6.1316	0.000000	0.000000	0.000000	0.000000
6.1351	0.000000	0.000000	0.000000	0.000000
6.1386	0.000000	0.000000	0.000000	0.000000
6.1421	0.000000	0.000000	0.000000	0.000000
6.1456	0.000000	0.000000	0.000000	0.000000
6.1491	0.000000	0.000000	0.000000	0.000000
6.1526	0.000000	0.000000	0.000000	0.000000
6.1561	0.000000	0.000000	0.000000	0.000000
6.1596	0.000000	0.000000	0.000000	0.000000
6.1631	0.000000	0.000000	0.000000	0.000000
6.1666	0.000000	0.000000	0.000000	0.000000
6.1701	0.000000	0.000000	0.000000	0.000000
6.1736	0.000000	0.000000	0.000000	0.000000
6.1771	0.000000	0.000000	0.000000	0.000000
6.1806	0.000000	0.000000	0.000000	0.000000
6.1841	0.000000	0.000000	0.000000	0.000000
6.1876	0.000000	0.000000	0.000000	0.000000
6.1911	0.000000	0.000000	0.000000	0.000000
6.1946	0.000000	0.000000	0.000000	0.000000
6.1981	0.000000	0.000000	0.000000	0.000000
6.2016	0.000000	0.000000	0.000000	0.000000
6.2051	0.000000	0.000000	0.000000	0.000000
6.2086	0.000000	0.000000	0.000000	0.000000
6.2121	0.000000	0.000000	0.000000	0.000000
6.2156	0.000000	0.000000	0.000000	0.000000
6.2191	0.000000	0.000000	0.000000	0.000000
6.2226	0.000000	0.000000	0.000000	0.000000
6.2261	0.000000	0.000000	0.000000	0.000000
6.2296	0.000000	0.000000	0.000000	0.000000
6.2331	0.000000	0.000000	0.000000	0.000000
6.2366	0.000000	0.000000	0.000000	0.000000
6.2401	0.000000	0.000000	0.000000	0.000000
6.2436	0.000000	0.000000	0.000000	0.000000
6.2471	0.000000	0.000000	0.000000	0.000000
6.2506	0.000000	0.000000	0.000000	0.000000
6.2541	0.000000	0.000000	0.000000	0.000000
6.2576	0.000000	0.000000	0.000000	0.000000
6.2611	0.000000	0.000000	0.000000	0.000000
6.2646	0.000000	0.000000	0.000000	0.000000
6.2681	0.000000	0.000000	0.000000	0.000000
6.2716	0.000000	0.000000	0.000000	0.000000
6.2751	0.000000	0.000000	0.000000	0.000000
6.2786	0.000000	0.000000	0.000000	0.000000
6.2821	0.000000	0.000000	0.000000	0.000000
6.2856	0.000000	0.000000	0.000000	0.000000
6.2891	0.000000	0.000000	0.000000	0.000000
6.2926	0.000000	0.000000	0.000000	0.000000
6.2961	0.000000	0.000000	0.000000	0.000000
6.2996	0.000000	0.000000	0.000000	0.000000
6.3032	0.000000	0.000000	0.000000	0.000000
6.3067	0.000000	0.000000	0.000000	0.000000
6.3102	0.000000	0.000000	0.000000	0.000000
6.3137	0.000000	0.000000	0.000000	0.000000
6.3172	0.000000	0.000000	0.000000	0.000000
6.3207	0.000000	0.000000	0.000000	0.000000
6.3242	0.000000	0.000000	0.000000	0.000000
6.3277	0.000000	0.000000	0.000000	0.000000
6.3312	0.000000	0.000000	0.000000	0.000000
6.3347	0.000000	0.000000	0.000000	0.000000
6.3382	0.000000	0.000000	0.000000	0.000000
6.3417	0.000000	0.000000	0.000000	0.000000
6.3452	0.000000	0.000000	0.000000	0.000000
6.3487	0.000000	0.000000	0.000000	0.000000
6.3522	0.000000	0.000000	0.000000	0.000000
6.3557	0.000000	0.000000	0.000000	0.000000
6.3592	0.000000	0.000000	0.000000	0.000000
6.3627	0.000000	0.000000	0.000000	0.000000
6.3662	0.000000	0.000000	0.000000	0.000000
6.3697	0.000000	0.000000	0.000000	0.000000
6.3732	0.000000	0.000000	0.000000	0.000000
6.3767	0.000000	0.000000	0.000000	0.000000
6.3802	0.000000	0.000000	0.000000	0.000000
6.3837	0.000000	0.000000	0.000000	0.000000
6.3872	0.000000	0.000000	0.000000	0.000000
6.3907	0.000000	0.000000	0.000000	0.000000
6.3942	0.000000	0.000000	0.000000	0.000000
6.3977	0.000000	0.000000	0.000000	0.000000
6.4012	0.000000	0.000000	0.000000	0.000000
6.4047	0.000000	0.000000	0.000000	0.000000
6.4082	0.000000	0.000000	0.000000	0.000000
6.4117	0.000000	0.000000	0.000000	0.000000
6.4152	0.000000	0.000000	0.000000	0.000000
6.4187	0.000000	0.000000	0.000000	0.000000
6.4222	0.000000	0.000000	0.000000	0.000000
6.4257	0.000000	0.000000	0.000000	0.000000
6.4292	0.000000	0.000000	0.000000	0.000000
6.4327	0.000000	0.000000	0.000000	0.000000
6.4362	0.000000	0.000000	0.000000	0.000000
6.4397	0.000000	0.000000	0.000000	0.000000
6.4432	0.000000	0.000000	0.000000	0.000000
6.4467	0.000000	0.000000	0.000000	0.000000
6.4502	0.000000	0.000000	0.000000	0.000000
6.4537	0.000000	0.000000	0.000000	0.000000
6.4572	0.000000	0.000000	0.000000	0.000000
6.4607	0.000000	0.000000	0.000000	0.000000
6.4642	0.000000	0.000000	0.000000	0.000000
6.4677	0.000000	0.000000	0.000000	0.000000
6.4712	0.000000	0.000000	0.000000	0.000000
6.4747	0.000000	0.000000	0.000000	0.000000
6.4782	0.000000	0.000000	0.000000	0.000000
6.4817	0.000000	0.000000	0.000000	0.000000
6.4852	0.000000	0.000000	0.000000	0.000000
6.4887	0.000000	0.000000	0.000000	0.000000
6.4922	0.000000	0.000000	0.000000	0.000000
6.4957	0.000000	0.000000	0.000000	0.000000
6.4992	0.000000	0.000000	0.000000	0.000000
6.5028	0.000000	0.000000	0.000000	0.000000
6.5063	0.000000	0.000000	0.000000	0.000000
6.5098	0.000000	0.000000	0.000000	0.000000
6.5133	0.000000	0.000000	0.000000	0.000000
6.5168	0.000000	0.000000	0.000000	0.000000
6.5203	0.000000	0.000000	0.000000	0.000000
6.5238	0.000000	0.000000	0.000000	0.000000
6.5273	0.000000	0.000000	0.000000	0.000000
6.5308	0.000000	0.000000	0.000000	0.000000
6.5343	0.000000	0.000000	0.000000	0.000000
6.5378	0.000000	0.000000	0.000000	0.000000
6.5413	0.000000	0.000000	0.000000	0.000000
6.5448	0.000000	0.000000	0.000000	0.000000
6.5483	0.000000	0.000000	0.000000	0.000000
6.5518	0.000000	0.000000	0.000000	0.000000
6.5553	0.000000	0.000000	0.000000	0.000000
6.5588	0.000000	0.000000	0.000000	0.000000
6.5623	0.000000	0.000000	0.000000	0.000000
6.5658	0.000000	0.000000	0.000000	0.000000
6.5693	0.000000	0.000000	0.000000	0.000000
6.5728	0.000000	0.000000	0.000000	0.000000
6.5763	0.000000	0.000000	0.000000	0.000000
6.5798	0.000000	0.000000	0.000000	0.000000
6.5833	0.000000	0.000000	0.000000	0.000000
6.5868	0.000000	0.000000	0.000000	0.000000
6.5903	0.000000	0.000000	0.000000	0.000000
6.5938	0.000000	0.000000	0.000000	0.000000
6.5973	0.000000	0.000000	0.000000	0.000000
6.6008	0.000000	0.000000	0.000000	0.000000
6.6043	0.000000	0.000000	0.000000	0.000000
6.6078	0.000000	0.000000	0.000000	0.000000
6.6113	0.000000	0.000000	0.000000	0.000000
6.6148	0.000000	0.000000	0.000000	0.000000
6.6183	0.000000	0.000000	0.000000	0.000000
6.6218	0.000000	0.000000	0.000000	0.000000
6.6253	0.000000	0.000000	0.000000	0.000000
6.6288	0.000000	0.000000	0.000000	0.000000
6.6323	0.000000	0.000000	0.000000	0.000000
6.6358	0.000000	0.000000	0.000000	0.000000
6.6393	0.000000	0.000000	0.000000	0.000000
6.6428	0.000000	0.000000	0.000000	0.000000
6.6463	0.000000	0.000000	0.000000	0.000000
6.6498	0.000000	0.000000	0.000000	0.000000
6.6533	0.000000	0.000000	0.000000	0.000000
6.6568	0.000000	0.000000	0.000000	0.000000
6.6603	0.000000	0.000000	0.000000	0.000000
6.6638	0.000000	0.000000	0.000000	0.000000
6.6673	0.000000	0.000000	0.000000	0.000000
6.6708	0.000000	0.000000	0.000000	0.000000
6.6743	0.000000	0.000000	0.000000	0.000000
6.6778	0.000000	0.000000	0.000000	0.000000
6.6813	0.000000	0.000000	0.000000	0.000000
6.6848	0.000000	0.000000	0.000000	0.000000
6.6883	0.000000	0.000000	0.000000	0.000000
6.6918	0.000000	0.000000	0.000000	0.000000
6.6953	0.000000	0.000000	0.000000	0.000000
6.6988	0.000000	0.000000	0.000000	0.000000
6.7024	0.000000	0.000000	0.000000	0.000000
6.7059	0.000000	0.000000	0.000000	0.000000
6.7094	0.000000	0.000000	0.000000	0.000000
6.7129	0.000000	0.000000	0.000000	0.000000
6.7164	0.000000	0.000000	0.000000	0.000000
6.7199	0.000000	0.000000	0.000000	0.000000
6.7234	0.000000	0.000000	0.000000	0.000000
6.7269	0.000000	0.000000	0.000000	0.000000
6.7304	0.000000	0.000000	0.000000	0.000000
6.7339	0.000000	0.000000	0.000000	0.000000
6.7374	0.000000	0.000000	0.000000	0.000000
6.7409	0.000000	0.000000	0.000000	0.000000
6.7444	0.000000	0.000000	0.000000	0.000000
6.7479	0.000000	0.000000	0.000000	0.000000
6.7514	0.000000	0.000000	0.000000	0.000000
6.7549	0.000000	0.000000	0.000000	0.000000
6.7584	0.000000	0.000000	0.000000	0.000000
6.7619	0.000000	0.000000	0.000000	0.000000
6.7654	0.000000	0.000000	0.000000	0.000000
6.7689	0.000000	0.000000	0.000000	0.000000
6.7724	0.000000	0.000000	0.000000	0.000000
6.7759	0.000000	0.000000	0.000000	0.000000
6.7794	0.000000	0.000000	0.000000	0.000000
6.7829	0.000000	0.000000	0.000000	0.000000
6.7864	0.000000	0.000000	0.000000	0.000000
6.7899	0.000000	0.000000	0.000000	0.000000
6.7934	0.000000	0.000000	0.000000	0.000000
6.7969	0.000000	0.000000	0.000000	0.000000
6.8004	0.000000	0.000000	0.000000	0.000000
6.8039	0.000000	0.000000	0.000000	0.000000
6.8074	0.000000	0.000000	0.000000	0.000000
6.8109	0.000000	0.000000	0.000000	0.000000
6.8144	0.000000	0.000000	0.000000	0.000000
6.8179	0.000000	0.000000	0.000000	0.000000
6.8214	0.000000	0.000000	0.000000	0.000000
6.8249	0.000000	0.000000	0.000000	0.000000
6.8284	0.000000	0.000000	0.000000	0.000000
6.8319	0.000000	0.000000	0.000000	0.000000
6.8354	0.000000	0.000000	0.000000	0.000000
6.8389	0.000000	0.000000	0.000000	0.000000
6.8424	0.000000	0.000000	0.000000	0.000000
6.8459	0.000000	0.000000	0.000000	0.000000
6.8494	0.000000	0.000000	0.000000	0.000000
6.8529	0.000000	0.000000	0.000000	0.000000
6.8564	0.000000	0.000000	0.000000	0.000000
6.8599	0.000000	0.000000	0.000000	0.000000
6.8634	0.000000	0.000000	0.000000	0.000000
6.8669	0.000000	0.000000	0.000000	0.000000
6.8704	0.000000	0.000000	0.000000	0.000000
6.8739	0.000000	0.000000	0.000000	0.000000
6.8774	0.000000	0.000000	0.000000	0.000000
6.8809	0.000000	0.000000	0.000000	0.000000
6.8844	0.000000	0.000000	0.000000	0.000000
6.8879	0.000000	0.000000	0.000000	0.000000
6.8914	0.000000	0.000000	0.000000	0.000000
6.8949	0.000000	0.000000	0.000000	0.000000
6.8984	0.000000	0.000000	0.000000	0.000000
6.9020	0.000000	0.000000	0.000000	0.000000
6.9055	0.000000	0.000000	0.000000	0.000000
6.9090	0.000000	0.000000	0.000000	0.000000
6.9125	0.000000	0.000000	0.000000	0.000000
6.9160	0.000000	0.000000	0.000000	0.000000
6.9195	0.000000	0.000000	0.000000	0.000000
6.9230	0.000000	0.000000	0.000000	0.000000
6.9265	0.000000	0.000000	0.000000	0.000000
6.9300	0.000000	0.000000	0.000000	0.000000
6.9335	0.000000	0.000000	0.000000	0.000000
6.9370	0.000000	0.000000	0.000000	0.000000
6.9405	0.000000	0.000000	0.000000	0.000000
6.9440	0.000000	0.000000	0.000000	0.000000
6.9475	0.000000	0.000000	0.000000	0.000000
6.9510	0.000000	0.000000	0.000000	0.000000
6.9545	0.000000	0.000000	0.000000	0.000000
6.9580	0.000000	0.000000	0.000000	0.000000
6.9615	0.000000	0.000000	0.000000	0.000000
6.9650	0.000000	0.000000	0.000000	0.000000
6.9685	0.000000	0.000000	0.000000	0.000000
6.9720	0.000000	0.000000	0.000000	0.000000
6.9755	0.000000	0.000000	0.000000	0.000000
6.9790	0.000000	0.000000	0.000000	0.000000
6.9825	0.000000	0.000000	0.000000	0.000000
6.9860	0.000000	0.000000	0.000000	0.000000
6.9895	0.000000	0.000000	0.000000	0.000000
6.9930	0.000000	0.000000	0.000000	0.000000
6.9965	0.000000	0.000000	0.000000	0.000000
7.0000	0.000000	0.000000	0.000000	0.000000
